category_id,employee_id,category_name,rating,quantity_sold,being_manufactured,total_sold_value
ADW,4534,Sedan,58 %,89732,1,515522
EYC,3555,Sports Car,32 %,70265,1,5724189
JIC,1132,Coupe-SUV,71 %,88357,1,6191998
NVY,653,Hybrid Car,98 %,12438,1,6844359
XGQ,4227,Microcar,98 %,67345,1,6364000
DSE,2120,Pickup Truck,36 %,32755,1,9461200
EWO,1206,Pickup Truck,53 %,32728,1,6006065
URR,2948,Coupe,50 %,23918,1,9131701
VJS,539,Electric Car,71 %,75286,1,6629026
QKO,2822,Coupe-SUV,60 %,50066,1,1892479
SGZ,716,Luxury Car,86 %,65504,1,5611498
JJA,2583,Hybrid Car,26 %,74988,1,6057563
UMS,2599,Coupe,98 %,20294,1,7906452
PJQ,4602,Electric Car,44 %,70149,1,2843710
WHD,2748,Minivan,11 %,77795,1,893094
IMN,3031,Electric Car,31 %,23381,1,1769061
OBW,4126,Electric Car,14 %,88514,1,3370156
NBH,3529,Coupe-SUV,20 %,95651,1,5566502
XGX,1319,Microcar,88 %,77934,1,3183100
JJC,4563,Sedan,71 %,94412,1,6879847
WWC,1518,Convertible,76 %,84181,1,3666293
MEY,3159,Microcar,67 %,55227,1,546701
LHF,2960,SUV (Sport Utility Vehicle),66 %,52258,1,7945198
GHH,2336,Luxury Car,67 %,18687,1,5528046
SGH,3572,Crossover,90 %,90723,1,6165298
OJR,2980,Coupe,43 %,77186,1,3107299
NCG,2234,Hatchback,91 %,69409,1,8477717
HNM,3843,Hybrid Car,6 %,93817,1,4309809
KWN,2832,Crossover,61 %,93579,1,1443284
WFD,2146,Microcar,73 %,84654,1,2000501
FQY,1453,Convertible,5 %,88605,1,5911767
JDY,2701,Microcar,74 %,56282,1,5221898
MIQ,3512,Hybrid Car,41 %,38195,1,1166904
TVS,1109,Off-Road Vehicle,85 %,18363,1,7834094
IBR,4258,Minivan,22 %,39998,1,2216135
TVK,3589,Convertible,30 %,31538,1,2892543
YQF,928,Hatchback,15 %,30587,1,6767231
PNR,4660,Convertible,90 %,61895,1,2266763
UIF,603,SUV (Sport Utility Vehicle),18 %,29908,1,7879334
QYT,4509,Crossover,76 %,40903,1,3595144
XAW,3708,Off-Road Vehicle,53 %,84112,1,5406188
QHS,3632,Crossover,70 %,27890,1,9355879
MEN,3068,Pickup Truck,5 %,16654,1,1217492
CUW,1846,Hybrid Car,51 %,27462,1,519274
ANW,2436,Hatchback,35 %,37169,1,4039631
DMX,4035,Electric Car,56 %,19869,1,8844128
FOH,1854,Sports Car,41 %,66996,1,3711887
PFR,1237,Hatchback,51 %,76619,1,1982651
GHK,2880,Convertible,33 %,74960,1,5211273
KWF,644,Crossover,71 %,61594,1,1771635
LLK,2786,Convertible,10 %,70309,1,7679672
WSK,2032,Off-Road Vehicle,26 %,94752,1,6862147
IDO,1586,Hatchback,100 %,63073,1,2794561
KRR,2216,Microcar,24 %,88371,1,2830429
SZD,3127,Luxury Car,15 %,19171,1,9235901
RLR,822,Pickup Truck,55 %,70384,1,8024904
GJW,1197,Hatchback,11 %,53463,1,440420
XIR,3633,Crossover,50 %,83301,1,5816612
VSR,3162,Convertible,13 %,84322,1,5483433
ZUU,3493,Coupe-SUV,67 %,98318,1,1744866
FXP,3929,Crossover,48 %,65480,1,700583
OTB,1358,Sports Car,38 %,83907,1,2993324
TMU,2604,SUV (Sport Utility Vehicle),80 %,94789,1,2503635
YKA,3752,Electric Car,69 %,84769,1,5475680
BME,1781,Off-Road Vehicle,66 %,79335,1,2005128
ALS,2552,Coupe-SUV,10 %,28843,1,5028100
ENL,1738,Off-Road Vehicle,45 %,59800,1,7478814
BYQ,3194,Hybrid Car,30 %,17931,1,3675127
QZW,2189,SUV (Sport Utility Vehicle),9 %,85947,1,5239240
EYX,2789,Luxury Car,31 %,18189,1,3280341
BYC,583,Pickup Truck,77 %,22795,1,6694696
ZCD,1931,Sports Car,32 %,56845,1,3036436
KKS,1955,Luxury Car,92 %,14836,1,7567776
IYC,2043,Coupe,72 %,23493,1,1130702
RVG,1538,Crossover,25 %,99718,1,6020778
FQW,4376,Off-Road Vehicle,7 %,66360,1,4011293
LSG,1148,SUV (Sport Utility Vehicle),70 %,59408,1,5952252
YDV,3812,Hatchback,75 %,98271,1,2971735
KZN,1704,Pickup Truck,52 %,27589,1,361875
XEJ,2260,Hatchback,67 %,63452,1,7450586
QQA,2295,Electric Car,56 %,46701,1,7333661
INC,4104,Sedan,60 %,44143,1,1938510
UPR,910,Convertible,23 %,52449,1,6349557
YOT,2715,Crossover,98 %,91233,1,5121098
VPH,2639,Pickup Truck,5 %,15893,1,9414184
XYF,1951,Electric Car,71 %,38340,1,770472
SZZ,3978,Coupe,64 %,52944,1,2207137
WRX,3851,Microcar,31 %,37087,1,4609515
YVG,4007,Luxury Car,21 %,58963,1,9118332
EDD,2684,Convertible,83 %,78439,1,4858230
LPZ,3637,Pickup Truck,65 %,29016,1,1193782
KIW,2046,Sports Car,30 %,15580,1,5870121
QKM,2471,Sports Car,72 %,46830,1,386463
CBV,3174,Luxury Car,5 %,89884,1,2641626
MFC,3304,Off-Road Vehicle,17 %,34141,1,1623291
FVM,4227,Minivan,21 %,84259,1,7285679
RBA,2214,Pickup Truck,74 %,24030,1,4910277
IOS,4657,Convertible,1 %,49561,1,1695706
LVA,3602,Convertible,28 %,86170,1,8692239
QYX,3848,SUV (Sport Utility Vehicle),38 %,35165,1,4304073
RUB,3447,SUV (Sport Utility Vehicle),56 %,37425,1,2503314
OFR,4570,Coupe-SUV,63 %,96571,1,9718629
IBZ,3187,Coupe,37 %,82152,1,6557766
NZR,3312,SUV (Sport Utility Vehicle),5 %,49966,1,1032845
EOP,1982,Hybrid Car,60 %,38346,1,1441101
VFH,3797,Sports Car,90 %,23001,1,4261493
LOF,3271,Coupe-SUV,32 %,45472,1,8161904
IMU,1590,Convertible,84 %,39282,1,2650313
SVU,4612,Hybrid Car,95 %,32509,1,8012748
JEM,3983,Electric Car,30 %,31251,1,8663315
QNU,744,Off-Road Vehicle,87 %,25404,1,1722206
DXE,4694,Microcar,75 %,93639,1,1894759
ZGO,3396,Coupe,38 %,48321,1,1542752
DIJ,2171,Pickup Truck,8 %,58815,1,1503686
YQN,2969,Coupe-SUV,76 %,90153,1,5095157
IQC,2023,Minivan,98 %,90724,1,4082111
TPU,3669,Minivan,52 %,53562,1,6364032
HPR,2550,Hybrid Car,99 %,72492,1,7971961
SNV,1757,Sports Car,33 %,69808,1,6299289
MWV,4451,Minivan,68 %,90776,1,8154709
ORP,3271,Luxury Car,16 %,42189,1,3556605
LLR,1361,Pickup Truck,9 %,12830,1,2281847
AJN,966,Hatchback,30 %,41904,1,4700205
YPI,2880,Sedan,18 %,90429,1,1130059
SUH,1766,Hybrid Car,14 %,16706,1,3681147
OFT,4607,Sedan,89 %,27057,1,1345330
INT,3172,Hybrid Car,25 %,19368,1,5192986
ESG,1692,Microcar,85 %,85092,1,9430673
KHY,3541,Electric Car,32 %,44883,1,6070252
LLQ,517,SUV (Sport Utility Vehicle),14 %,31851,1,2180940
CFY,862,Hybrid Car,25 %,35942,1,8487315
ORV,954,SUV (Sport Utility Vehicle),64 %,84848,1,4724916
STN,4017,SUV (Sport Utility Vehicle),9 %,70984,1,2253483
WZI,1988,Sports Car,90 %,44957,1,6169579
JXB,4633,Sports Car,3 %,31582,1,946815
MNR,1829,Pickup Truck,91 %,83720,1,4018682
PPE,1617,Off-Road Vehicle,39 %,66648,1,9772492
IEZ,1193,Microcar,79 %,31298,1,2770445
TTS,1437,Coupe-SUV,35 %,22697,1,9101811
VZN,1913,Electric Car,41 %,31004,1,8261346
UWY,3039,Minivan,60 %,98262,1,8689939
IEH,3763,Luxury Car,30 %,63071,1,2995357
JPX,1159,SUV (Sport Utility Vehicle),59 %,66584,1,644586
IIB,4197,Hybrid Car,1 %,36567,1,7789197
CUO,3960,Electric Car,18 %,59138,1,8755091
ELL,1312,Hatchback,56 %,90941,1,2390446
ZWP,4377,Hybrid Car,30 %,44258,1,8585646
LQG,4313,Hatchback,98 %,71040,1,967700
EAF,3197,Sedan,93 %,72217,1,6861189
EGY,1306,Minivan,34 %,43613,1,3126697
GPQ,4053,Coupe,52 %,58106,1,7959702
JVG,2325,Sports Car,28 %,85099,1,5736236
BLZ,2577,Off-Road Vehicle,90 %,82319,1,3966534
NKR,1874,Crossover,37 %,76369,1,5560688
HJT,1130,Electric Car,93 %,23720,1,2756653
UVI,736,Sports Car,13 %,23111,1,8842336
KQZ,2113,Minivan,6 %,98996,1,9999932
XDK,1585,Luxury Car,26 %,49740,1,4974248
DZQ,789,Off-Road Vehicle,44 %,72734,1,4001632
FHY,3068,Pickup Truck,51 %,54585,1,1598082
UAB,4512,Minivan,18 %,92010,1,1857076
IYW,3185,Sedan,19 %,29682,1,306252
IOJ,4149,Hatchback,11 %,27075,1,2319600
SCU,3282,Pickup Truck,23 %,84018,1,3341990
HWF,1690,Microcar,56 %,49911,1,7044503
MCK,957,Sports Car,5 %,37599,1,1747918
ARK,608,Sedan,93 %,60700,1,6033057
UMA,1344,Off-Road Vehicle,77 %,15066,1,3786804
HWY,2513,Minivan,31 %,94432,1,2764586
JMY,4303,Pickup Truck,78 %,81723,1,4410891
GAJ,2623,Sedan,19 %,82473,1,3349798
ETZ,2044,Pickup Truck,35 %,28126,1,3087180
ICN,3116,Hybrid Car,95 %,81187,1,1763747
IRM,3725,Crossover,83 %,52542,1,8726127
MLF,3344,Crossover,97 %,90363,1,3434871
TZC,3460,Minivan,62 %,61042,1,3269077
FKO,2793,Electric Car,21 %,53443,1,2186546
COW,2281,Coupe,27 %,27476,1,1311404
JBM,1561,Convertible,47 %,63397,1,5075907
SST,3000,Coupe,57 %,41166,1,4964204
SEX,2712,Hybrid Car,28 %,88558,1,5375957
UGH,4303,Crossover,50 %,54948,1,5400187
MGH,3472,Pickup Truck,24 %,57593,1,4922201
DWM,1564,Pickup Truck,27 %,88416,1,4140164
GJZ,3889,Coupe,7 %,37295,1,7087777
QVF,4457,Off-Road Vehicle,23 %,74232,1,9939792
DIM,3555,Convertible,57 %,15947,1,3095670
APX,3756,Coupe-SUV,72 %,22704,1,8046203
JAL,3046,Pickup Truck,85 %,76978,1,538967
GXA,642,Sedan,84 %,73287,1,3484720
IRZ,3614,Convertible,67 %,97965,1,8608829
PEZ,3800,Sports Car,10 %,64668,1,3096748
RQY,1318,Minivan,31 %,38975,1,6283815
ZXF,3417,Coupe,76 %,85091,1,6353953
HOY,1390,Sedan,17 %,37894,1,3086689
IYO,1285,Crossover,91 %,80555,1,2317682
VJJ,1412,Crossover,78 %,65571,1,8025895
IZV,1911,Electric Car,71 %,71435,1,3543237
CKI,615,Sedan,81 %,12562,1,3140669
UZV,1464,Coupe,31 %,53040,1,9872667
WNX,2263,Coupe,39 %,26244,1,8533293
VII,2630,Hybrid Car,47 %,91754,1,5083499
KRU,3139,Minivan,81 %,69385,1,9679509
BAQ,2186,Hybrid Car,92 %,76750,1,4914946
ABX,1677,SUV (Sport Utility Vehicle),13 %,59016,1,9924157
RQF,3222,SUV (Sport Utility Vehicle),91 %,55861,1,5930982
CXY,3161,Sedan,46 %,17109,1,8824229
JLT,1470,Electric Car,1 %,59328,1,9365893
CAV,1786,Coupe-SUV,29 %,29595,1,6807588
KUQ,2515,Sedan,20 %,88304,1,533037
KRP,2267,Sports Car,76 %,65955,1,3212521
RTR,3082,Hatchback,86 %,73782,1,943429
OME,915,Convertible,56 %,20434,1,3137217
JLR,3347,Crossover,65 %,70856,1,2581155
CIV,1911,Electric Car,74 %,15536,1,9973318
REK,3363,Off-Road Vehicle,26 %,51917,1,6433270
PSF,2221,Sports Car,80 %,40208,1,3274826
BFF,3112,Sedan,64 %,48328,1,8587040
DJN,912,Pickup Truck,34 %,38567,1,6511923
IXM,769,Off-Road Vehicle,35 %,57579,1,9961119
UAW,1255,Microcar,2 %,43331,1,2003938
LCF,4425,Crossover,72 %,87187,1,1058992
JDQ,3704,Microcar,26 %,26910,1,6732821
PDB,2971,Hybrid Car,6 %,99586,1,7883683
EKZ,3098,Coupe-SUV,83 %,74667,1,5732574
GTM,876,Electric Car,39 %,96042,1,2714292
ISL,3872,Coupe-SUV,58 %,22074,1,9819073
IQT,644,Hybrid Car,9 %,97242,1,8914969
QXT,696,Crossover,15 %,58198,1,5519153
DSW,3770,Electric Car,70 %,28496,1,5189030
COQ,4290,Convertible,83 %,95573,1,3675787
RHW,1075,Coupe-SUV,70 %,45810,1,4974372
KVB,4270,Microcar,38 %,67391,1,3323087
TUG,584,SUV (Sport Utility Vehicle),80 %,46725,1,9071205
HWG,1203,Coupe-SUV,11 %,67874,1,1493828
SUE,567,Coupe,90 %,49110,1,9399213
QCW,3007,Crossover,21 %,69661,1,9850274
TUV,3659,Sports Car,88 %,60636,1,4839261
VXV,1198,Electric Car,58 %,88396,1,6182838
JIF,4139,Microcar,66 %,42422,1,4639374
JRW,1794,Convertible,83 %,65112,1,7535589
XKE,3581,Sedan,72 %,98689,1,2121889
IYX,3695,Hybrid Car,9 %,85478,1,1963780
IKE,1957,Hybrid Car,92 %,58150,1,7407192
VFR,3160,Microcar,39 %,25269,1,4632095
PPO,2227,Minivan,56 %,64761,1,447361
ZER,4309,Minivan,79 %,82966,1,8319656
CSQ,3278,Sports Car,4 %,68832,1,8096037
NDA,922,Sedan,20 %,86289,1,2875624
FCP,3797,Microcar,51 %,76751,1,2175381
ZVH,2857,Minivan,22 %,19765,1,714407
UUB,4294,Convertible,88 %,22622,1,7947107
MYT,2432,Pickup Truck,86 %,84673,1,1657006
RMX,1204,Hybrid Car,52 %,99699,1,7296501
RPE,631,Sedan,60 %,34247,1,6557453
EBR,2278,Hatchback,91 %,80091,1,474631
UIM,1803,Coupe-SUV,91 %,19330,1,1375587
VTZ,2547,Coupe,22 %,48573,1,6277261
FDM,2462,Minivan,69 %,73057,1,2429886
FUB,2400,Microcar,78 %,30346,1,8431689
OJV,2048,Electric Car,88 %,50735,1,589765
WZF,4394,Coupe,45 %,54937,1,2527519
ZDC,3809,SUV (Sport Utility Vehicle),36 %,46527,1,9482620
ZGH,1485,Microcar,45 %,95329,1,7325297
QUD,3038,Microcar,9 %,96771,1,2457491
GAZ,2115,Coupe,7 %,14519,1,6104946
XMP,3951,Sports Car,42 %,71956,1,272654
IEB,1444,Sports Car,71 %,29882,1,2878808
CHY,2333,Minivan,83 %,90853,1,5361784
EJR,4549,Hatchback,43 %,81026,1,6249656
OFU,2078,Sedan,43 %,16131,1,9721861
EBE,1784,Luxury Car,68 %,83134,1,4523685
TNI,4199,Luxury Car,8 %,39765,1,5005648
RWA,2129,Convertible,58 %,15258,1,5118445
SNE,1037,Sports Car,38 %,58842,1,1125684
XYB,1528,SUV (Sport Utility Vehicle),53 %,70103,1,3933103
ZOB,1748,Hybrid Car,5 %,13502,1,7849617
SNN,4565,Hatchback,1 %,43307,1,6131468
RLP,637,Crossover,24 %,94027,1,6166042
VMK,1119,Electric Car,86 %,30474,1,3567297
CYH,637,Convertible,39 %,13063,1,6117293
HXQ,824,Electric Car,71 %,93014,1,8153717
ILV,2893,Hybrid Car,70 %,99628,1,2046335
RQK,2453,Crossover,54 %,42435,1,5983245
ADD,2899,Sports Car,47 %,54811,1,3662404
MMP,857,Minivan,14 %,78615,1,8800916
MNK,2474,Coupe-SUV,68 %,65030,1,6913491
GDF,4146,SUV (Sport Utility Vehicle),65 %,28583,1,8248694
BYL,4359,SUV (Sport Utility Vehicle),71 %,97008,1,949324
TPW,878,Hatchback,20 %,63255,1,5204150
UOV,3370,SUV (Sport Utility Vehicle),29 %,49484,1,4768494
DMF,2766,Crossover,15 %,34650,1,6264082
ZWG,4468,Convertible,100 %,43001,1,2047971
DSB,2115,Sports Car,41 %,82142,1,569192
RPS,1292,Crossover,84 %,28203,1,1252880
XWF,3537,Coupe,99 %,50156,1,6722309
OZT,2142,Off-Road Vehicle,34 %,61654,1,5284015
SRN,4489,Electric Car,94 %,22151,1,7380516
EXZ,2781,Off-Road Vehicle,94 %,97236,1,7226983
NYS,2140,Sedan,62 %,14425,1,7734523
OYG,2599,Hatchback,50 %,23119,1,8313970
FOV,2141,Electric Car,64 %,93838,1,7628821
TKX,676,Hatchback,55 %,88653,1,5803759
CPX,2256,Hybrid Car,67 %,16154,1,7523056
BGC,2984,Convertible,36 %,43345,1,517676
BGH,654,Crossover,19 %,80330,1,3956572
UJK,2976,Off-Road Vehicle,64 %,37215,1,9121136
GPI,610,Electric Car,15 %,76479,1,6971254
ZTQ,3301,Convertible,20 %,52584,1,9009173
YMP,2377,Coupe-SUV,69 %,99731,1,281133
WJG,2949,Off-Road Vehicle,27 %,25543,1,3661671
AUN,1131,Crossover,79 %,76791,1,772588
OED,4147,Microcar,82 %,87400,1,7419194
SQR,4263,Hatchback,61 %,86766,1,375295
DAY,4424,Electric Car,62 %,71392,1,2843587
SRQ,2773,Off-Road Vehicle,79 %,66718,1,8194053
JFS,1800,Microcar,40 %,19452,1,8948095
EPV,3906,Crossover,97 %,25444,1,7026737
DOW,526,Crossover,97 %,68737,1,1760355
AJG,1068,Microcar,65 %,59546,1,6743351
YAX,1466,Crossover,39 %,37361,1,7574937
QFQ,1204,Coupe-SUV,31 %,53608,1,1933656
EZU,1344,Pickup Truck,89 %,47913,1,8874108
RIU,4498,Electric Car,87 %,37301,1,2435074
VSN,1574,Pickup Truck,25 %,36859,1,5956431
NIL,2456,SUV (Sport Utility Vehicle),94 %,75222,1,1417817
EZX,2296,Convertible,90 %,28055,1,4990968
MRS,3772,Minivan,82 %,80206,1,8671975
SNQ,2176,Coupe-SUV,98 %,56966,1,4854258
YRI,2634,Pickup Truck,34 %,34580,1,5145813
OST,2945,Coupe,13 %,63617,1,2232327
TXO,4495,Sedan,14 %,64401,1,2667263
ENF,4653,Hybrid Car,27 %,82737,1,820560
LYB,1029,Microcar,71 %,25377,1,2710562
AUH,3178,Off-Road Vehicle,52 %,14176,1,3446022
BTX,3509,SUV (Sport Utility Vehicle),23 %,25600,1,9546947
LQT,2207,Crossover,54 %,12467,1,2805597
EQY,3577,Electric Car,71 %,55504,1,8532828
YZA,4079,Electric Car,12 %,22061,1,6313255
GUZ,2574,Sedan,29 %,24167,1,8787583
BWV,2928,Coupe,60 %,76985,1,1109573
GSZ,948,Coupe,15 %,61711,1,8721747
DRC,1202,Sports Car,37 %,31545,1,7671468
OML,1164,Electric Car,78 %,93376,1,6107915
RIC,1997,Sports Car,73 %,40333,1,3389155
JUX,3908,Convertible,13 %,58349,1,5193056
VIF,2558,Off-Road Vehicle,98 %,14725,1,2855050
BOD,4591,Coupe-SUV,21 %,45192,1,7513314
LJP,4153,Hybrid Car,87 %,25874,1,5216527
UHJ,4296,Coupe-SUV,55 %,36601,1,4521831
NFK,1266,Off-Road Vehicle,9 %,68709,1,4747122
TYT,1400,Sedan,82 %,68973,1,6366856
YEU,3613,SUV (Sport Utility Vehicle),12 %,50358,1,7591003
AJF,2721,Sedan,36 %,27144,1,8756771
OFW,1798,Hatchback,22 %,74750,1,4161479
TYK,3153,Microcar,28 %,62751,1,1133642
GGL,4205,SUV (Sport Utility Vehicle),66 %,22306,1,6443457
NMO,795,Sports Car,62 %,42867,1,8286234
JVV,2093,Off-Road Vehicle,86 %,23731,1,7707222
KDC,4063,Convertible,92 %,24818,1,1347768
UQP,2882,Microcar,25 %,39832,1,5301915
WMW,4027,Microcar,30 %,97260,1,4550955
GEX,3877,Sedan,82 %,82271,1,2104639
WUU,1429,Coupe-SUV,63 %,80850,1,5353036
ZWL,2946,SUV (Sport Utility Vehicle),31 %,22028,1,7342365
LBP,4660,Pickup Truck,53 %,75154,1,2639966
PXA,2406,Coupe-SUV,57 %,19186,1,6815101
OOD,2893,Coupe-SUV,100 %,26031,1,6837249
LMJ,797,Convertible,57 %,79650,1,4728973
CUE,4077,SUV (Sport Utility Vehicle),28 %,68878,1,9824438
EGS,4434,Electric Car,43 %,98767,1,9085267
IEE,820,Hatchback,35 %,21441,1,499799
HEC,1527,Off-Road Vehicle,79 %,69694,1,7262472
UEW,3485,Electric Car,58 %,48352,1,844485
YMG,708,Luxury Car,10 %,37435,1,7667597
SLS,536,Hatchback,86 %,74609,1,7974645
AVK,4171,Hatchback,57 %,68625,1,6330807
DSQ,737,Crossover,95 %,61268,1,1566780
PBS,2219,Coupe,71 %,77899,1,5306510
DNH,2198,Pickup Truck,52 %,33330,1,1058630
UTW,1081,Convertible,24 %,99760,1,7870383
FJF,758,Sports Car,84 %,35959,1,8877086
UMO,1934,Microcar,19 %,54103,1,3385533
OPS,3693,Hybrid Car,1 %,83692,1,5235999
WNP,966,Off-Road Vehicle,8 %,40785,1,8553007
ZPC,3443,Hybrid Car,89 %,44649,1,1977725
FMP,2170,Coupe,29 %,47529,1,4099001
MYZ,643,Coupe,69 %,18431,1,730218
SHW,3788,Pickup Truck,65 %,62655,1,5386477
JKQ,2932,Microcar,41 %,86608,1,8921133
JVD,2561,Hybrid Car,64 %,59492,1,1376735
VCU,2748,Minivan,65 %,21311,1,9237409
TVO,4288,Electric Car,90 %,78781,1,3958322
PJM,2653,SUV (Sport Utility Vehicle),38 %,94960,1,5343418
COX,3065,SUV (Sport Utility Vehicle),45 %,40546,1,2593343
GDU,1739,Coupe-SUV,84 %,66181,1,3728697
KLR,3680,Crossover,97 %,90528,1,4684495
GCB,551,Off-Road Vehicle,76 %,27076,1,1029871
UDF,2125,Crossover,18 %,39257,1,2336018
VKL,1611,Minivan,33 %,74778,1,4940667
JRX,1641,Minivan,92 %,68735,1,4062573
RYY,2126,Coupe-SUV,99 %,52835,1,5502667
EUJ,3471,Electric Car,21 %,36115,1,4021569
CNQ,1093,Microcar,1 %,98645,1,7161805
EJJ,2387,Pickup Truck,51 %,39709,1,810332
QXZ,2226,SUV (Sport Utility Vehicle),86 %,79975,1,9620240
WIN,2971,Off-Road Vehicle,8 %,57769,1,820963
IYU,514,Off-Road Vehicle,73 %,55616,1,8429497
PHY,3776,Crossover,84 %,31209,1,870270
PED,2942,Hatchback,36 %,29578,1,6985561
TDO,1536,Electric Car,53 %,86082,1,8020777
QJR,881,Hybrid Car,54 %,96767,1,7350563
EDU,2810,Electric Car,92 %,74906,1,9073088
UAJ,3167,Hybrid Car,32 %,45268,1,718531
HHC,3551,Sedan,84 %,89270,1,1686824
HGP,2325,Sedan,87 %,52754,1,3185941
TOA,3629,Sedan,24 %,62695,1,2850369
MLS,1091,Convertible,19 %,85543,1,7679135
AGY,3584,Sports Car,13 %,87739,1,3302326
TAO,3903,Crossover,100 %,34247,1,5011202
QBP,790,Pickup Truck,62 %,79974,1,2775716
NSM,2358,Off-Road Vehicle,79 %,54658,1,3382273
MKJ,3692,SUV (Sport Utility Vehicle),45 %,75326,1,8069929
CVI,4032,Hybrid Car,25 %,16808,1,3343014
WBX,4656,Electric Car,54 %,84595,1,4789617
TNC,4296,Microcar,96 %,51433,1,6155965
YZB,1634,Minivan,30 %,29308,1,7860553
ENV,3751,Pickup Truck,73 %,69067,1,5009122
GGQ,3948,Pickup Truck,14 %,37761,1,1338278
GYM,3029,Pickup Truck,82 %,17397,1,1398967
ROV,3107,Convertible,24 %,24246,1,7625117
BCA,2718,Off-Road Vehicle,31 %,14031,1,5067083
LWP,3027,Off-Road Vehicle,57 %,52786,1,1523550
LXI,2770,Microcar,74 %,14152,1,1110204
SNS,1386,Sports Car,53 %,74988,1,2758105
FRG,544,Off-Road Vehicle,52 %,98082,1,598337
KKV,2105,Sports Car,5 %,17946,1,4075473
DNK,3747,Hybrid Car,31 %,30979,1,9608425
FPP,4624,SUV (Sport Utility Vehicle),77 %,23679,1,4797105
XQK,2396,Coupe,34 %,61938,1,5755621
PXS,2782,Hatchback,88 %,12577,1,7399638
OEU,2532,Microcar,78 %,55432,1,8544324
JWB,4540,Electric Car,61 %,49232,1,4061911
MIA,4079,Hatchback,69 %,64815,1,6136905
GYH,841,Luxury Car,36 %,65328,1,6806026
UDB,965,Minivan,56 %,87075,1,5851617
QFC,1557,SUV (Sport Utility Vehicle),45 %,59444,1,1610144
RMS,3643,Pickup Truck,19 %,96581,1,6992539
BSJ,3638,Hatchback,85 %,42500,1,5653878
FET,3179,Coupe-SUV,38 %,60644,1,5350719
NLN,4067,Pickup Truck,34 %,44880,1,4938930
LJU,4567,Convertible,1 %,32617,1,2133739
LNB,2111,Electric Car,40 %,46174,1,3578232
ZQT,570,Crossover,95 %,14421,1,6944626
QSY,2978,Luxury Car,17 %,38650,1,355543
PRV,1477,Sports Car,38 %,48694,1,7951879
YUN,3387,Pickup Truck,91 %,61721,1,2810458
VEA,2043,Sedan,38 %,83160,1,5286101
BSA,1513,Luxury Car,63 %,97047,1,6207791
ZBS,1680,Coupe,32 %,97431,1,5676420
CDA,3967,Pickup Truck,25 %,20741,1,9212862
QIW,541,Convertible,21 %,68147,1,9201848
YWG,4093,Coupe-SUV,53 %,54137,1,6333271
QDJ,3973,Pickup Truck,99 %,53618,1,1707954
LOG,696,Minivan,73 %,57823,1,4132089
ZZW,1403,Convertible,25 %,48835,1,9741793
UCI,4314,Sedan,47 %,84729,1,2816452
KJK,2754,Microcar,6 %,92255,1,9772275
QNY,1109,Pickup Truck,64 %,81124,1,9369296
NFE,4107,Hatchback,47 %,38863,1,8089474
NGM,3636,Hybrid Car,79 %,77614,1,6848990
ZDL,3688,Electric Car,39 %,20527,1,3100772
UEP,908,Minivan,97 %,70349,1,1288429
WKT,3367,Sports Car,61 %,34738,1,3485140
IYN,1240,Convertible,44 %,68172,1,1739662
MZQ,4482,Off-Road Vehicle,57 %,49305,1,3679072
ZMB,2669,Luxury Car,28 %,37661,1,2287546
HLH,3662,Sports Car,13 %,13894,1,763741
GYV,2518,Convertible,85 %,74154,1,3745329
RTS,2859,Pickup Truck,43 %,35355,1,4879384
AMU,3299,Off-Road Vehicle,96 %,52840,1,6479219
USR,3841,Coupe,55 %,82513,1,1559311
WOM,3426,Electric Car,61 %,85489,1,2559986
WKD,589,Sedan,23 %,60136,1,6075145
WBI,1770,Luxury Car,69 %,13386,1,3575406
XMK,1998,SUV (Sport Utility Vehicle),76 %,14047,1,1691793
YDL,3795,Minivan,10 %,91087,1,8830522
RCR,1427,Pickup Truck,86 %,25733,1,8694608
VVZ,3337,Convertible,6 %,67038,1,8741677
TZR,3448,Coupe,75 %,17846,1,6543531
WOB,3003,Sedan,9 %,13432,1,9907596
XAE,2820,Hatchback,6 %,34688,1,5388308
IDV,656,Coupe,51 %,43983,1,7707065
KFO,4230,Coupe,68 %,53441,1,3456677
UOJ,1853,Minivan,29 %,22648,1,7053883
HHI,2956,SUV (Sport Utility Vehicle),39 %,14611,1,2977816
FAT,2417,Minivan,33 %,20205,1,848434
OAY,538,SUV (Sport Utility Vehicle),53 %,82389,1,9856845
IXR,612,Off-Road Vehicle,96 %,57306,1,6996984
EDI,3653,Sedan,9 %,74960,1,797704
QSU,4483,Pickup Truck,32 %,65934,1,3270368
NEU,4600,Coupe-SUV,86 %,48304,1,6189225
KYO,3684,Luxury Car,3 %,80315,1,3695557
ACV,2105,Microcar,82 %,83235,1,2478851
WBH,2588,Microcar,25 %,20162,1,7098932
VKD,3610,Coupe,49 %,75411,1,9097634
ISH,1738,Crossover,81 %,25926,1,7462751
NXJ,552,Off-Road Vehicle,52 %,59958,1,5593373
GXU,636,Luxury Car,3 %,37745,1,3211489
JVK,1089,Luxury Car,88 %,44751,1,7178310
IWJ,1036,Crossover,100 %,35442,1,6847473
ESL,3746,Coupe,82 %,94897,1,7033171
GKU,1567,Sports Car,33 %,54166,1,8613257
VOH,4394,Sports Car,8 %,46233,1,7668165
WHO,3492,Minivan,45 %,54415,1,7305831
YUW,1256,Electric Car,52 %,60789,1,8598232
